ds,y
2010-05-16,18478.89
2010-05-17,22130.14
2010-05-18,20024.83
2010-05-19,16710.4
2010-05-20,24434.03
2010-05-21,18638.06
2010-05-22,0.0
2010-05-23,25155.77
2010-05-24,25965.16
2010-05-25,20514.92
2010-05-26,29627.59
2010-05-27,29397.36
2010-05-28,18652.75
2010-05-29,0.0
2010-05-30,10784.460000000001
2010-05-31,0.0
2010-06-01,13191.66
2010-06-02,13778.51
2010-06-03,26787.3
2010-06-04,11447.73
2010-06-05,0.0
2010-06-06,25686.0
2010-06-07,35431.63
2010-06-08,33973.59
2010-06-09,29117.48
2010-06-10,18089.8
2010-06-11,29960.26
2010-06-12,0.0
2010-06-13,21333.72
2010-06-14,21388.51
2010-06-15,26973.08
2010-06-16,28254.44
2010-06-17,22812.78
2010-06-18,17800.34
2010-06-19,0.0
2010-06-20,9113.43
2010-06-21,18246.3
2010-06-22,12431.13
2010-06-23,24247.56
2010-06-24,17268.73
2010-06-25,12377.64
2010-06-26,0.0
2010-06-27,18834.32
2010-06-28,46038.05
2010-06-29,32420.64
2010-06-30,31579.91
2010-07-01,28965.25
2010-07-02,16778.23
2010-07-03,0.0
2010-07-04,10493.66
2010-07-05,31069.37
2010-07-06,19921.23
2010-07-07,23829.42
2010-07-08,20020.69
2010-07-09,16483.84
2010-07-10,0.0
2010-07-11,7679.86
2010-07-12,16259.7
2010-07-13,15198.76
2010-07-14,19502.47
2010-07-15,30541.63
2010-07-16,20253.15
2010-07-17,0.0
2010-07-18,14646.26
2010-07-19,28646.42
2010-07-20,23217.99
2010-07-21,19171.47
2010-07-22,20620.88
2010-07-23,20441.6
2010-07-24,0.0
2010-07-25,17431.3
2010-07-26,20346.23
2010-07-27,23274.46
2010-07-28,23308.920000000002
2010-07-29,26816.53
2010-07-30,13484.14
2010-07-31,0.0
2010-08-01,8740.29
2010-08-02,24104.89
2010-08-03,21200.96
2010-08-04,17594.33
2010-08-05,22397.39
2010-08-06,14738.6
2010-08-07,0.0
2010-08-08,14135.34
2010-08-09,28791.25
2010-08-10,27056.39
2010-08-11,14860.52
2010-08-12,26131.35
2010-08-13,15269.89
2010-08-14,0.0
2010-08-15,20679.97
2010-08-16,13321.34
2010-08-17,28821.02
2010-08-18,35233.12
2010-08-19,30741.84
2010-08-20,23264.37
2010-08-21,0.0
2010-08-22,22766.81
2010-08-23,20665.02
2010-08-24,26612.19
2010-08-25,30529.81
2010-08-26,29963.39
2010-08-27,12210.79
2010-08-28,0.0
2010-08-29,14509.78
2010-08-30,0.0
2010-08-31,17307.04
2010-09-01,20387.01
2010-09-02,32427.97
2010-09-03,30234.09
2010-09-04,0.0
2010-09-05,12389.65
2010-09-06,23733.02
2010-09-07,22787.5
2010-09-08,16209.63
2010-09-09,23633.48
2010-09-10,15043.95
2010-09-11,0.0
2010-09-12,15762.29
2010-09-13,29030.16
2010-09-14,19756.84
2010-09-15,32876.65
2010-09-16,26297.141
2010-09-17,18036.35
2010-09-18,0.0
2010-09-19,22984.34
2010-09-20,34927.18
2010-09-21,53385.01
2010-09-22,21792.48
2010-09-23,34375.74
2010-09-24,47160.31
2010-09-25,0.0
2010-09-26,21858.47
2010-09-27,59536.54
2010-09-28,40204.85
2010-09-29,36895.79
2010-09-30,37741.75
2010-10-01,32449.56
2010-10-02,0.0
2010-10-03,38663.81
2010-10-04,33873.27
2010-10-05,50589.55
2010-10-06,28841.52
2010-10-07,47747.15
2010-10-08,40469.89
2010-10-09,0.0
2010-10-10,23190.78
2010-10-11,40044.11
2010-10-12,43529.29
2010-10-13,51841.53
2010-10-14,58924.0
2010-10-15,36502.88
2010-10-16,0.0
2010-10-17,30088.71
2010-10-18,36716.08
2010-10-19,41354.840000000004
2010-10-20,40353.16
2010-10-21,33093.23
2010-10-22,31142.68
2010-10-23,0.0
2010-10-24,28872.3
2010-10-25,24857.75
2010-10-26,42670.75
2010-10-27,30541.15
2010-10-28,23711.64
2010-10-29,30168.2
2010-10-30,0.0
2010-10-31,30345.65
2010-11-01,20819.29
2010-11-02,43000.14
2010-11-03,42112.43
2010-11-04,59893.5
2010-11-05,36611.53
2010-11-06,0.0
2010-11-07,31829.1
2010-11-08,31318.941
2010-11-09,53303.03
2010-11-10,53821.08
2010-11-11,52714.96
2010-11-12,32083.84
2010-11-13,0.0
2010-11-14,28344.41
2010-11-15,43238.62
2010-11-16,63170.54
2010-11-17,45003.231
2010-11-18,36107.14
2010-11-19,39178.3
2010-11-20,0.0
2010-11-21,32448.6
2010-11-22,30983.63
2010-11-23,50010.02
2010-11-24,40151.81
2010-11-25,62952.3
2010-11-26,28995.48
2010-11-27,0.0
2010-11-28,27587.260000000002
2010-11-29,62549.28
2010-11-30,49956.57
2010-12-01,87232.98
2010-12-02,86505.06
2010-12-03,45215.42
2010-12-04,0.0
2010-12-05,63543.2
2010-12-06,56524.880000000005
2010-12-07,57910.74
2010-12-08,78497.64
2010-12-09,65046.520000000004
2010-12-10,30671.88
2010-12-11,0.0
2010-12-12,17305.77
2010-12-13,27642.68
2010-12-14,28134.3
2010-12-15,28533.32
2010-12-16,43871.88
2010-12-17,20046.56
2010-12-18,0.0
2010-12-19,7417.39
2010-12-20,19621.96
2010-12-21,15951.66
2010-12-22,4886.52
2010-12-23,5648.97
2010-12-24,0.0
2010-12-25,0.0
2010-12-26,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-01,0.0
2011-01-02,0.0
2011-01-03,0.0
2011-01-04,12125.460000000001
2011-01-05,25783.23
2011-01-06,33340.19
2011-01-07,23797.79
2011-01-08,0.0
2011-01-09,15778.2
2011-01-10,15346.83
2011-01-11,20382.24
2011-01-12,17153.94
2011-01-13,15171.31
2011-01-14,35555.22
2011-01-15,0.0
2011-01-16,7242.06
2011-01-17,16597.35
2011-01-18,10405.51
2011-01-19,21646.78
2011-01-20,15244.73
2011-01-21,24279.76
2011-01-22,0.0
2011-01-23,10400.25
2011-01-24,17632.37
2011-01-25,24119.3
2011-01-26,17490.82
2011-01-27,22157.03
2011-01-28,17273.5
2011-01-29,0.0
2011-01-30,6615.75
2011-01-31,18818.08
2011-02-01,26376.5
2011-02-02,17145.23
2011-02-03,20556.8
2011-02-04,18114.31
2011-02-05,0.0
2011-02-06,3457.11
2011-02-07,13682.41
2011-02-08,14168.03
2011-02-09,11920.78
2011-02-10,14198.51
2011-02-11,16343.460000000001
2011-02-12,0.0
2011-02-13,5713.63
2011-02-14,21884.63
2011-02-15,37784.65
2011-02-16,23499.22
2011-02-17,17674.79
2011-02-18,14463.06
2011-02-19,0.0
2011-02-20,9624.69
2011-02-21,32801.73
2011-02-22,25957.56
2011-02-23,19348.07
2011-02-24,21472.89
2011-02-25,17082.29
2011-02-26,0.0
2011-02-27,9526.5
2011-02-28,15107.02
2011-03-01,22407.87
2011-03-02,17044.49
2011-03-03,30385.05
2011-03-04,17322.47
2011-03-05,0.0
2011-03-06,9997.42
2011-03-07,20285.68
2011-03-08,22230.61
2011-03-09,19187.87
2011-03-10,24431.72
2011-03-11,17521.66
2011-03-12,0.0
2011-03-13,4148.12
2011-03-14,26009.25
2011-03-15,14936.43
2011-03-16,21820.66
2011-03-17,25098.94
2011-03-18,23398.74
2011-03-19,0.0
2011-03-20,20084.8
2011-03-21,16051.05
2011-03-22,19064.29
2011-03-23,21578.8
2011-03-24,27856.78
2011-03-25,21789.43
2011-03-26,0.0
2011-03-27,9224.4
2011-03-28,18887.66
2011-03-29,35078.52
2011-03-30,29587.420000000002
2011-03-31,25688.61
2011-04-01,23670.98
2011-04-02,0.0
2011-04-03,6918.5
2011-04-04,23328.83
2011-04-05,22199.07
2011-04-06,12722.32
2011-04-07,16827.77
2011-04-08,20852.85
2011-04-09,0.0
2011-04-10,9913.98
2011-04-11,19342.64
2011-04-12,24023.96
2011-04-13,23365.06
2011-04-14,34726.38
2011-04-15,18021.481
2011-04-16,0.0
2011-04-17,12725.5
2011-04-18,22177.66
2011-04-19,17882.84
2011-04-20,25718.95
2011-04-21,27804.47
2011-04-22,0.0
2011-04-23,0.0
2011-04-24,0.0
2011-04-25,0.0
2011-04-26,20666.41
2011-04-27,21950.7
2011-04-28,21323.29
2011-04-29,0.0
2011-04-30,0.0
2011-05-01,6973.66
2011-05-02,0.0
2011-05-03,20767.66
2011-05-04,27532.0
2011-05-05,25232.67
2011-05-06,30786.7
2011-05-07,0.0
2011-05-08,18867.4
2011-05-09,21624.41
2011-05-10,29870.7
2011-05-11,30956.2
2011-05-12,57410.56
2011-05-13,25885.83
2011-05-14,0.0
2011-05-15,9680.05
2011-05-16,32518.7
2011-05-17,44380.090000000004
2011-05-18,32882.87
2011-05-19,31553.51
2011-05-20,25489.66
2011-05-21,0.0
2011-05-22,22531.09
2011-05-23,27689.53
2011-05-24,20168.6
2011-05-25,20492.93
2011-05-26,28310.82
2011-05-27,18067.32
2011-05-28,0.0
2011-05-29,7394.3
2011-05-30,0.0
2011-05-31,18194.65
2011-06-01,15390.89
2011-06-02,28104.56
2011-06-03,12589.22
2011-06-04,0.0
2011-06-05,25639.54
2011-06-06,16290.98
2011-06-07,22908.74
2011-06-08,30192.13
2011-06-09,26422.38
2011-06-10,19275.12
2011-06-11,0.0
2011-06-12,12472.210000000001
2011-06-13,18498.71
2011-06-14,22755.63
2011-06-15,43085.54
2011-06-16,31396.97
2011-06-17,19059.23
2011-06-18,0.0
2011-06-19,22442.18
2011-06-20,26136.73
2011-06-21,19850.66
2011-06-22,21170.42
2011-06-23,22556.81
2011-06-24,16021.710000000001
2011-06-25,0.0
2011-06-26,7082.49
2011-06-27,13412.2
2011-06-28,30532.37
2011-06-29,12570.63
2011-06-30,25433.96
2011-07-01,12189.29
2011-07-02,0.0
2011-07-03,6032.39
2011-07-04,15003.17
2011-07-05,25128.260000000002
2011-07-06,22960.48
2011-07-07,27893.66
2011-07-08,17558.3
2011-07-09,0.0
2011-07-10,5993.87
2011-07-11,20080.03
2011-07-12,16642.59
2011-07-13,19432.85
2011-07-14,30794.510000000002
2011-07-15,11857.300000000001
2011-07-16,0.0
2011-07-17,16958.6
2011-07-18,22018.36
2011-07-19,46599.08
2011-07-20,26086.97
2011-07-21,29350.71
2011-07-22,14633.77
2011-07-23,0.0
2011-07-24,26796.920000000002
2011-07-25,19687.31
2011-07-26,17293.001
2011-07-27,20623.32
2011-07-28,39094.69
2011-07-29,17240.61
2011-07-30,0.0
2011-07-31,25977.09
2011-08-01,19808.4
2011-08-02,19027.05
2011-08-03,26617.77
2011-08-04,51621.97
2011-08-05,19825.4
2011-08-06,0.0
2011-08-07,7576.96
2011-08-08,19758.62
2011-08-09,25057.12
2011-08-10,19861.56
2011-08-11,50482.57
2011-08-12,17970.170000000002
2011-08-13,0.0
2011-08-14,5718.57
2011-08-15,17243.97
2011-08-16,16077.84
2011-08-17,36742.82
2011-08-18,50932.05
2011-08-19,17339.59
2011-08-20,0.0
2011-08-21,14566.84
2011-08-22,25891.18
2011-08-23,22399.11
2011-08-24,37291.01
2011-08-25,22495.29
2011-08-26,23113.24
2011-08-27,0.0
2011-08-28,10805.03
2011-08-29,0.0
2011-08-30,8833.710000000001
2011-08-31,20540.84
2011-09-01,37370.15
2011-09-02,25759.29
2011-09-03,0.0
2011-09-04,17005.03
2011-09-05,34810.7
2011-09-06,25495.82
2011-09-07,21967.420000000002
2011-09-08,23188.3
2011-09-09,25142.15
2011-09-10,0.0
2011-09-11,35511.67
2011-09-12,27989.4
2011-09-13,48162.25
2011-09-14,22027.95
2011-09-15,43854.57
2011-09-16,23248.98
2011-09-17,0.0
2011-09-18,15745.73
2011-09-19,45087.42
2011-09-20,40861.91
2011-09-21,37624.51
2011-09-22,56149.04
2011-09-23,31781.1
2011-09-24,0.0
2011-09-25,31372.661
2011-09-26,29329.841
2011-09-27,29274.36
2011-09-28,36767.89
2011-09-29,44729.37
2011-09-30,36265.44
2011-10-01,0.0
2011-10-02,11582.95
2011-10-03,53189.0
2011-10-04,35497.2
2011-10-05,64121.43
2011-10-06,53076.4
2011-10-07,40788.15
2011-10-08,0.0
2011-10-09,12466.81
2011-10-10,41700.32
2011-10-11,41067.01
2011-10-12,27731.37
2011-10-13,33039.18
2011-10-14,32124.68
2011-10-15,0.0
2011-10-16,22010.96
2011-10-17,47005.24
2011-10-18,37302.4
2011-10-19,31265.46
2011-10-20,59819.9
2011-10-21,38211.26
2011-10-22,0.0
2011-10-23,12339.16
2011-10-24,35887.84
2011-10-25,33523.95
2011-10-26,29846.52
2011-10-27,41515.02
2011-10-28,34223.85
2011-10-29,0.0
2011-10-30,34571.23
2011-10-31,32146.99
2011-11-01,29132.81
2011-11-02,37774.7
2011-11-03,45008.81
2011-11-04,54605.24
2011-11-05,0.0
2011-11-06,42941.340000000004
2011-11-07,28779.24
2011-11-08,38295.12
2011-11-09,57203.98
2011-11-10,67815.13
2011-11-11,37081.37
2011-11-12,0.0
2011-11-13,28607.78
2011-11-14,56253.35
2011-11-15,43776.98
2011-11-16,48439.76
2011-11-17,54760.3
2011-11-18,36751.25
2011-11-19,0.0
2011-11-20,30190.920000000002
2011-11-21,45333.13
2011-11-22,46388.89
2011-11-23,68279.87
2011-11-24,38579.11
2011-11-25,25047.46
2011-11-26,0.0
2011-11-27,17300.96
2011-11-28,46714.91
2011-11-29,43356.58
2011-11-30,41481.23
2011-12-01,44533.99
2011-12-02,40841.49
2011-12-03,0.0
2011-12-04,20375.96
2011-12-05,54799.45
2011-12-06,43842.44
2011-12-07,49351.91
2011-12-08,39032.75
2011-12-09,15897.68
