ds,y
2011-04-05,22199.07
2011-04-06,12722.32
2011-04-07,16827.77
2011-04-08,20852.85
2011-04-09,0.0
2011-04-10,9913.98
2011-04-11,19342.64
2011-04-12,24023.96
2011-04-13,23365.06
2011-04-14,34726.38
2011-04-15,18021.481
2011-04-16,0.0
2011-04-17,12725.5
2011-04-18,22177.66
2011-04-19,17882.84
2011-04-20,25718.95
2011-04-21,27804.47
2011-04-22,0.0
2011-04-23,0.0
2011-04-24,0.0
2011-04-25,0.0
2011-04-26,20666.41
2011-04-27,21950.7
2011-04-28,21323.29
2011-04-29,0.0
2011-04-30,0.0
2011-05-01,6973.66
2011-05-02,0.0
2011-05-03,20767.66
2011-05-04,27532.0
2011-05-05,25232.67
2011-05-06,30786.7
2011-05-07,0.0
2011-05-08,18867.4
2011-05-09,21624.41
2011-05-10,29870.7
2011-05-11,30956.2
2011-05-12,57410.56
2011-05-13,25885.83
2011-05-14,0.0
2011-05-15,9680.05
2011-05-16,32518.7
2011-05-17,44380.090000000004
2011-05-18,32882.87
2011-05-19,31553.51
2011-05-20,25489.66
2011-05-21,0.0
2011-05-22,22531.09
2011-05-23,27689.53
2011-05-24,20168.6
2011-05-25,20492.93
2011-05-26,28310.82
2011-05-27,18067.32
2011-05-28,0.0
2011-05-29,7394.3
2011-05-30,0.0
2011-05-31,18194.65
2011-06-01,15390.89
2011-06-02,28104.56
2011-06-03,12589.22
2011-06-04,0.0
2011-06-05,25639.54
2011-06-06,16290.98
2011-06-07,22908.74
2011-06-08,30192.13
2011-06-09,26422.38
2011-06-10,19275.12
2011-06-11,0.0
2011-06-12,12472.210000000001
2011-06-13,18498.71
2011-06-14,22755.63
2011-06-15,43085.54
2011-06-16,31396.97
2011-06-17,19059.23
2011-06-18,0.0
2011-06-19,22442.18
2011-06-20,26136.73
2011-06-21,19850.66
2011-06-22,21170.42
2011-06-23,22556.81
2011-06-24,16021.710000000001
2011-06-25,0.0
2011-06-26,7082.49
2011-06-27,13412.2
2011-06-28,30532.37
2011-06-29,12570.63
2011-06-30,25433.96
2011-07-01,12189.29
2011-07-02,0.0
2011-07-03,6032.39
2011-07-04,15003.17
2011-07-05,24289.46
2011-07-06,22960.48
2011-07-07,27893.66
2011-07-08,17558.3
2011-07-09,0.0
2011-07-10,5993.87
2011-07-11,20080.03
2011-07-12,16642.59
2011-07-13,19432.85
2011-07-14,30794.510000000002
2011-07-15,11857.3
2011-07-16,0.0
2011-07-17,16958.6
2011-07-18,22018.36
2011-07-19,46599.08
2011-07-20,26086.97
2011-07-21,29350.71
2011-07-22,14633.77
2011-07-23,0.0
2011-07-24,26796.920000000002
2011-07-25,19687.31
2011-07-26,17293.001
2011-07-27,20623.32
2011-07-28,39094.69
2011-07-29,17240.61
2011-07-30,0.0
2011-07-31,25977.09
2011-08-01,19808.4
2011-08-02,19027.05
2011-08-03,26617.77
2011-08-04,51621.97
2011-08-05,19825.4
2011-08-06,0.0
2011-08-07,7576.96
2011-08-08,19758.62
2011-08-09,25057.12
2011-08-10,19861.56
2011-08-11,50482.57
2011-08-12,17970.170000000002
2011-08-13,0.0
2011-08-14,5718.57
2011-08-15,17243.97
2011-08-16,16077.84
2011-08-17,36742.82
2011-08-18,50932.05
2011-08-19,17339.59
2011-08-20,0.0
2011-08-21,14566.84
2011-08-22,25891.18
2011-08-23,22399.11
2011-08-24,37291.01
2011-08-25,22495.29
2011-08-26,23113.24
2011-08-27,0.0
2011-08-28,10805.03
2011-08-29,0.0
2011-08-30,8833.710000000001
2011-08-31,20540.84
2011-09-01,37370.15
2011-09-02,25759.29
2011-09-03,0.0
2011-09-04,17005.03
2011-09-05,34810.7
2011-09-06,25495.82
2011-09-07,21967.420000000002
2011-09-08,23188.3
2011-09-09,25142.15
2011-09-10,0.0
2011-09-11,35511.67
2011-09-12,27989.4
2011-09-13,48162.25
2011-09-14,22027.95
2011-09-15,43854.57
2011-09-16,23248.98
2011-09-17,0.0
2011-09-18,15745.73
2011-09-19,45087.42
2011-09-20,40861.91
2011-09-21,37624.51
2011-09-22,56149.04
2011-09-23,31781.1
2011-09-24,0.0
2011-09-25,31372.661
2011-09-26,29329.841
2011-09-27,29274.36
2011-09-28,36767.89
2011-09-29,44729.37
2011-09-30,36265.44
2011-10-01,0.0
2011-10-02,11582.95
2011-10-03,53189.0
2011-10-04,35497.2
2011-10-05,64121.43
2011-10-06,53076.4
2011-10-07,40788.15
2011-10-08,0.0
2011-10-09,12466.81
2011-10-10,41700.32
2011-10-11,41067.01
2011-10-12,27731.37
2011-10-13,33039.18
2011-10-14,32124.68
2011-10-15,0.0
2011-10-16,22010.96
2011-10-17,47005.24
2011-10-18,37302.4
2011-10-19,31265.46
2011-10-20,59819.9
2011-10-21,38211.26
2011-10-22,0.0
2011-10-23,12339.16
2011-10-24,35887.84
2011-10-25,33523.95
2011-10-26,29846.52
2011-10-27,41515.02
2011-10-28,34223.85
2011-10-29,0.0
2011-10-30,34571.23
2011-10-31,32146.99
2011-11-01,29132.81
2011-11-02,37774.7
2011-11-03,45008.81
2011-11-04,54605.24
2011-11-05,0.0
2011-11-06,42941.340000000004
2011-11-07,28779.24
2011-11-08,38295.12
2011-11-09,57203.98
2011-11-10,67815.13
2011-11-11,37081.37
2011-11-12,0.0
2011-11-13,28607.78
2011-11-14,56253.35
2011-11-15,43776.98
2011-11-16,48439.76
2011-11-17,54760.3
2011-11-18,36751.25
2011-11-19,0.0
2011-11-20,30190.920000000002
2011-11-21,45333.13
2011-11-22,46388.89
2011-11-23,68279.87
2011-11-24,38579.11
2011-11-25,25047.46
2011-11-26,0.0
2011-11-27,17300.96
2011-11-28,46714.91
2011-11-29,43356.58
2011-11-30,41481.23
2011-12-01,44533.99
2011-12-02,40841.49
2011-12-03,0.0
2011-12-04,20375.96
2011-12-05,54799.45
2011-12-06,43842.44
2011-12-07,49351.91
2011-12-08,39032.75
2011-12-09,15879.68
