Customer ID,Recency,Frequency,Monetary,Cluster,Score,Segment,Offer
12386.0,337,2,401.9,3,1.274254785382393,Lost Customers,Strong limited-time reactivation coupon.
12388.0,15,6,2780.66,4,7.104124577595788,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12390.0,79,1,549.84,3,2.6225649317449893,Lost Customers,Strong limited-time reactivation coupon.
12391.0,21,1,460.89,0,3.737431494696102,At Risk,Re-engagement campaign with 10–12% win-back offer.
12393.0,71,4,1582.6000000000001,1,4.700227808650021,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12394.0,63,2,1272.48,1,4.0892377948539425,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12395.0,18,12,3018.63,4,7.633399964601953,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12397.0,35,2,2409.9,1,5.302848750967255,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12398.0,45,1,1635.6599999999999,1,4.264918642863255,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12399.0,118,4,1108.65,1,3.842114348591309,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12401.0,302,1,84.3,3,-0.57441117045179,Lost Customers,Strong limited-time reactivation coupon.
12402.0,322,1,225.6,3,0.338681205931195,Lost Customers,Strong limited-time reactivation coupon.
12403.0,49,1,427.7,0,2.841881548735731,At Risk,Re-engagement campaign with 10–12% win-back offer.
12405.0,148,1,1710.39,1,3.134262059412034,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12406.0,21,2,3415.3,4,6.143883208376178,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12407.0,49,5,1708.1200000000001,1,5.3234703609513145,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12408.0,32,5,2888.55,4,6.264107967401534,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12409.0,78,3,11072.67,1,6.329172006061335,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12410.0,308,2,693.3299999999999,1,1.9082183635835799,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12412.0,74,3,1226.88,1,4.181850631646064,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12413.0,66,3,758.1,1,3.8137352627516474,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12414.0,216,3,562.41,1,2.3404046122429563,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12415.0,23,21,112959.13,2,11.547778826586637,Champions,Offer 15–20% VIP discount and early access.
12417.0,2,9,3649.1,2,9.406482647787449,Champions,Offer 15–20% VIP discount and early access.
12418.0,112,1,668.58,3,2.47241001199854,Lost Customers,Strong limited-time reactivation coupon.
12420.0,63,1,600.39,0,2.9335077397481504,At Risk,Re-engagement campaign with 10–12% win-back offer.
12421.0,15,4,807.04,4,5.53146075244058,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12422.0,95,3,803.5600000000001,1,3.5122417137882795,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12423.0,0,8,1859.31,4,9.725722996822787,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12424.0,162,2,1760.96,1,3.479044192624194,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12425.0,77,1,777.2,1,2.993421914420807,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12426.0,194,1,582.73,3,1.7895861691504056,Lost Customers,Strong limited-time reactivation coupon.
12427.0,21,3,825.8,1,5.012814735569187,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12428.0,25,9,7956.46,4,8.02635368741181,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12429.0,8,4,3750.4,4,7.642097717724121,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12430.0,42,1,256.4,0,2.4825783600284095,At Risk,Re-engagement campaign with 10–12% win-back offer.
12431.0,35,15,6487.45,2,7.966848735989984,Champions,Offer 15–20% VIP discount and early access.
12432.0,42,5,5059.32,4,6.5597443549230885,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12433.0,0,7,13375.87,2,11.580723916755217,Champions,Offer 15–20% VIP discount and early access.
12434.0,84,2,806.14,1,3.349458167433693,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12435.0,79,2,7829.89,1,5.682417101909183,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12436.0,99,1,509.01,3,2.3224073279411312,Lost Customers,Strong limited-time reactivation coupon.
12437.0,1,18,4951.41,2,10.758921404373996,Champions,Offer 15–20% VIP discount and early access.
12438.0,13,2,2906.85,4,6.434724214532681,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12441.0,366,1,173.55,3,-0.05000343394357998,Lost Customers,Strong limited-time reactivation coupon.
12442.0,2,1,172.06,0,4.7481732470704285,At Risk,Re-engagement campaign with 10–12% win-back offer.
12444.0,20,5,5005.46,4,7.265721389007069,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12445.0,21,1,133.4,0,2.5029251552906784,At Risk,Re-engagement campaign with 10–12% win-back offer.
12446.0,57,1,1002.3100000000001,1,3.543763983003964,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12447.0,242,1,476.49,3,1.36862895451251,Lost Customers,Strong limited-time reactivation coupon.
12448.0,43,1,449.45,0,3.0192046297391335,At Risk,Re-engagement campaign with 10–12% win-back offer.
12449.0,21,4,4067.29,4,6.8293735018056205,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12450.0,155,2,197.88,3,1.3414579091809742,Lost Customers,Strong limited-time reactivation coupon.
12451.0,10,5,9035.52,4,8.502893619949207,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12452.0,16,2,430.57,0,4.332828666775576,At Risk,Re-engagement campaign with 10–12% win-back offer.
12453.0,133,1,707.09,3,2.3578785848679313,Lost Customers,Strong limited-time reactivation coupon.
12454.0,55,1,3528.34,1,4.83666165343276,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12455.0,72,6,2466.86,1,5.466557365229212,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12456.0,43,3,3181.04,1,5.667382506730595,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12457.0,65,7,2363.23,4,5.657994466170965,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12458.0,70,2,947.4,1,3.6907087658180453,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12461.0,93,2,826.88,1,3.2741857227441242,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12462.0,18,2,1189.59,0,5.2363775710591955,At Risk,Re-engagement campaign with 10–12% win-back offer.
12463.0,52,4,1344.78,1,4.843875048476579,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12464.0,9,8,1212.05,4,6.995532612552115,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12465.0,16,2,742.1899999999999,0,4.876350676692689,At Risk,Re-engagement campaign with 10–12% win-back offer.
12468.0,187,2,729.5400000000001,1,2.455954312545547,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12471.0,1,30,18948.05,2,12.590349101253004,Champions,Offer 15–20% VIP discount and early access.
12472.0,31,7,6572.11,4,7.404448002132211,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12473.0,28,5,3938.5499999999997,4,6.703285421812766,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12474.0,16,18,7375.79,2,9.017319498732892,Champions,Offer 15–20% VIP discount and early access.
12475.0,53,1,723.38,0,3.2894792505680215,At Risk,Re-engagement campaign with 10–12% win-back offer.
12476.0,15,11,6816.42,2,8.539554307692327,Champions,Offer 15–20% VIP discount and early access.
12477.0,22,6,13219.74,4,8.299958020759506,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12478.0,3,1,680.99,0,5.831867814419419,At Risk,Re-engagement campaign with 10–12% win-back offer.
12479.0,10,1,527.2,0,4.564726907624607,At Risk,Re-engagement campaign with 10–12% win-back offer.
12480.0,27,4,3281.63,4,6.373633611612028,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12481.0,22,10,5596.32,4,7.892444247612035,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12483.0,16,8,2484.98,4,7.182433460266006,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12484.0,32,6,4541.72,4,6.870683818166856,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12488.0,9,3,1298.66,4,6.253567238906787,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12489.0,335,1,334.93,3,0.6929388255222086,Lost Customers,Strong limited-time reactivation coupon.
12490.0,4,10,5417.93,2,9.386111018334498,Champions,Offer 15–20% VIP discount and early access.
12491.0,38,1,460.40000000000003,0,3.163850880169952,At Risk,Re-engagement campaign with 10–12% win-back offer.
12492.0,62,2,263.21000000000004,3,2.532221803762055,Lost Customers,Strong limited-time reactivation coupon.
12493.0,165,2,433.74,3,2.061372651556286,Lost Customers,Strong limited-time reactivation coupon.
12494.0,15,7,1246.1000000000001,4,6.435428954366756,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12497.0,81,1,1043.1,1,3.237338482591757,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12498.0,20,3,403.70000000000005,0,4.344917975278287,At Risk,Re-engagement campaign with 10–12% win-back offer.
12500.0,22,11,4257.82,4,7.706159839446817,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12501.0,336,1,2169.39,1,2.5557264040960597,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12502.0,95,5,3723.87,1,5.450198508636024,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12504.0,17,2,482.04999999999995,0,4.388360698735464,At Risk,Re-engagement campaign with 10–12% win-back offer.
12506.0,232,1,73.5,3,-0.44709214762024097,Lost Customers,Strong limited-time reactivation coupon.
12507.0,133,3,1304.81,1,3.663033378032793,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12508.0,25,2,398.27,0,3.830153630413202,At Risk,Re-engagement campaign with 10–12% win-back offer.
12509.0,283,1,176.5,3,0.2231435513142097,Lost Customers,Strong limited-time reactivation coupon.
12510.0,142,2,982.5699999999999,1,3.0269564680817655,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12512.0,65,2,138.03,3,1.8436472838231364,Lost Customers,Strong limited-time reactivation coupon.
12513.0,112,1,612.29,3,2.3845972691126303,Lost Customers,Strong limited-time reactivation coupon.
12514.0,266,1,1017.68,3,2.032161472697572,Lost Customers,Strong limited-time reactivation coupon.
12515.0,352,1,383.7,3,0.7791429333848985,Lost Customers,Strong limited-time reactivation coupon.
12516.0,77,2,1312.06,1,3.9220190321146244,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12517.0,27,5,2502.84,4,6.285135791467713,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12518.0,0,5,2056.89,4,9.42119593424214,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12519.0,63,1,340.84,3,2.3686068885360436,Lost Customers,Strong limited-time reactivation coupon.
12520.0,78,5,2634.26,1,5.299048744595517,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12521.0,142,1,599.68,3,2.1283648971121183,Lost Customers,Strong limited-time reactivation coupon.
12522.0,38,2,192.72,0,2.701464460073492,At Risk,Re-engagement campaign with 10–12% win-back offer.
12523.0,18,11,1789.77,4,7.03086864455857,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12524.0,8,8,4485.72,4,8.408877201532766,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12526.0,0,3,1316.66,4,8.569907076287148,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12527.0,81,3,348.71000000000004,1,2.836679353455488,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12528.0,8,6,1933.48,4,7.316279407217435,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12530.0,59,4,1662.28,1,4.931640185647133,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12531.0,14,1,125.22,0,2.823123395613829,At Risk,Re-engagement campaign with 10–12% win-back offer.
12532.0,29,1,349.83000000000004,0,3.1522515745534316,At Risk,Re-engagement campaign with 10–12% win-back offer.
12534.0,130,1,1089.18,1,2.8120479565629477,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12535.0,91,2,716.35,1,3.1523875781634683,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12536.0,58,1,4279.71,1,4.977483899322668,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12538.0,28,1,363.95,0,3.2256117084711122,At Risk,Re-engagement campaign with 10–12% win-back offer.
12539.0,21,4,5568.35,4,7.143429088598668,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12540.0,19,17,13400.24,2,9.397742003313295,Champions,Offer 15–20% VIP discount and early access.
12541.0,29,3,981.18,1,4.874871570403922,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12544.0,35,1,372.7,0,3.033081578595274,At Risk,Re-engagement campaign with 10–12% win-back offer.
12545.0,74,2,1000.39,1,3.6902684889582114,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12546.0,46,2,1161.5,1,4.306792824419563,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12547.0,197,2,207.79999999999998,3,1.1517221139820588,Lost Customers,Strong limited-time reactivation coupon.
12548.0,165,1,95.19999999999999,3,0.14758874987506232,Lost Customers,Strong limited-time reactivation coupon.
12550.0,78,1,964.83,1,3.1966871633816867,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12551.0,357,1,168.0,3,-0.05748709091768145,Lost Customers,Strong limited-time reactivation coupon.
12552.0,38,2,437.82,0,3.519139948752268,At Risk,Re-engagement campaign with 10–12% win-back offer.
12553.0,7,10,3692.28,4,8.532723962214222,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12556.0,49,2,603.71,1,3.5913382875082416,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12557.0,15,5,4420.16,4,7.4133281310666765,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12558.0,7,1,269.96,0,4.215676847389625,At Risk,Re-engagement campaign with 10–12% win-back offer.
12559.0,310,2,561.71,3,1.691583774229236,Lost Customers,Strong limited-time reactivation coupon.
12560.0,4,3,2134.01,4,7.443083058178296,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12561.0,302,1,238.85,3,0.45942810299864956,Lost Customers,Strong limited-time reactivation coupon.
12562.0,7,7,3781.7400000000002,4,8.23820389374878,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12564.0,260,1,456.9,3,1.2552775929003017,Lost Customers,Strong limited-time reactivation coupon.
12565.0,288,1,145.92,3,0.016608713398979624,Lost Customers,Strong limited-time reactivation coupon.
12566.0,85,1,351.65,3,2.104275947960626,Lost Customers,Strong limited-time reactivation coupon.
12567.0,22,10,9401.28,2,8.411108548907537,Champions,Offer 15–20% VIP discount and early access.
12569.0,1,32,4124.69,2,11.128348938414065,Champions,Offer 15–20% VIP discount and early access.
12571.0,39,2,519.61,0,3.664734035535611,At Risk,Re-engagement campaign with 10–12% win-back offer.
12572.0,8,2,1020.42,0,5.830336806321029,At Risk,Re-engagement campaign with 10–12% win-back offer.
12573.0,226,1,160.54000000000002,3,0.3529499530926925,Lost Customers,Strong limited-time reactivation coupon.
12574.0,315,1,218.45,3,0.3285293831072762,Lost Customers,Strong limited-time reactivation coupon.
12576.0,35,5,1315.83,4,5.391223142938271,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12577.0,34,3,657.8,1,4.321366297933962,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12578.0,20,2,2794.51,1,5.989859688582595,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12579.0,77,1,440.42,3,2.426435157042582,Lost Customers,Strong limited-time reactivation coupon.
12580.0,246,1,415.7,3,1.2161253823603753,Lost Customers,Strong limited-time reactivation coupon.
12581.0,39,1,197.71,0,2.2961142018637344,At Risk,Re-engagement campaign with 10–12% win-back offer.
12582.0,238,2,511.36,3,1.8611762396995344,Lost Customers,Strong limited-time reactivation coupon.
12583.0,2,15,7281.38,2,10.567189444411621,Champions,Offer 15–20% VIP discount and early access.
12584.0,3,9,2338.15,4,8.673833626372168,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12585.0,233,2,2040.1,1,3.2645353305104052,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12586.0,16,1,196.94000000000003,0,3.1478977909722747,At Risk,Re-engagement campaign with 10–12% win-back offer.
12587.0,7,1,144.0,0,3.590439381300684,At Risk,Re-engagement campaign with 10–12% win-back offer.
12588.0,38,1,214.89999999999998,0,2.4044008719510606,At Risk,Re-engagement campaign with 10–12% win-back offer.
12589.0,28,2,646.68,0,4.204713205900626,At Risk,Re-engagement campaign with 10–12% win-back offer.
12590.0,210,2,9864.26,1,4.9435289291047955,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12591.0,316,1,452.84999999999997,3,1.0520121536553013,Lost Customers,Strong limited-time reactivation coupon.
12592.0,91,2,437.6,1,2.660411547602857,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12593.0,108,3,418.09999999999997,1,2.7330560338217733,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12594.0,37,10,3338.2200000000003,4,6.873801638835538,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12596.0,50,2,618.27,1,3.595328020925341,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12597.0,18,4,3811.22,4,6.910965908863335,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12598.0,9,8,3023.08,4,7.909001676318123,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12599.0,28,7,1032.58,4,5.652929494689287,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12600.0,28,10,2599.04,4,6.893881551318513,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12601.0,189,5,577.0600000000001,1,2.9044130665808265,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12602.0,58,1,153.12,3,1.6533412564121823,Lost Customers,Strong limited-time reactivation coupon.
12603.0,21,1,739.1999999999999,0,4.209025147153685,At Risk,Re-engagement campaign with 10–12% win-back offer.
12604.0,78,2,254.18,3,2.271133614694686,Lost Customers,Strong limited-time reactivation coupon.
12607.0,59,1,1579.51,1,3.9643054770851744,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12609.0,77,3,1126.85,1,4.057653978922445,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12610.0,22,5,2099.54,4,6.306214986812005,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12611.0,51,1,1193.32,1,3.827235726723852,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12612.0,73,1,704.0400000000001,1,2.9473366261471803,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12613.0,56,5,3344.38,4,5.864043769895201,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12614.0,277,1,315.6,3,0.8231652143162203,Lost Customers,Strong limited-time reactivation coupon.
12615.0,1,4,2291.19,4,8.653553703306175,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12616.0,94,2,713.3,1,3.116038439228496,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12617.0,28,1,355.53,0,3.2022697383599357,At Risk,Re-engagement campaign with 10–12% win-back offer.
12618.0,21,1,177.31,0,2.7856283357475844,At Risk,Re-engagement campaign with 10–12% win-back offer.
12619.0,15,9,3641.24,4,7.730350526728969,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12620.0,14,3,1339.41,4,5.878974976312571,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12621.0,1,20,13689.67,2,11.875845115081132,Champions,Offer 15–20% VIP discount and early access.
12622.0,231,1,180.1,3,0.4454591737830036,Lost Customers,Strong limited-time reactivation coupon.
12623.0,275,1,305.1,3,0.7966581607941627,Lost Customers,Strong limited-time reactivation coupon.
12624.0,105,2,641.13,1,2.899963969959061,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12625.0,211,2,2683.82,1,3.6373949795856966,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12626.0,22,9,6620.48,4,7.9651650659637125,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12627.0,10,7,4478.53,4,8.088819678072698,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12628.0,3,3,786.46,4,6.668812575758953,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12630.0,9,2,1270.88,0,5.944278595501228,At Risk,Re-engagement campaign with 10–12% win-back offer.
12631.0,56,1,640.5,0,3.113905096781086,At Risk,Re-engagement campaign with 10–12% win-back offer.
12633.0,58,4,2163.98,1,5.212066871047013,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12635.0,89,2,1689.18,1,4.031392929459036,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12637.0,66,8,6021.9,4,6.695856107829393,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12638.0,32,1,671.69,0,3.707924218547014,At Risk,Re-engagement campaign with 10–12% win-back offer.
12639.0,238,1,486.1,3,1.4051530694409315,Lost Customers,Strong limited-time reactivation coupon.
12640.0,23,3,1174.58,1,5.277757452582675,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12641.0,114,1,185.9,3,1.1787887666582124,Lost Customers,Strong limited-time reactivation coupon.
12642.0,24,3,1013.26,1,5.089333097791737,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12643.0,127,6,3344.64,1,5.209293169740506,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12644.0,129,1,477.91,3,1.9971254184209695,Lost Customers,Strong limited-time reactivation coupon.
12645.0,33,4,1775.18,1,5.565297657585704,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12646.0,4,2,1346.97,4,6.695529412265733,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12647.0,21,12,3722.82,4,7.696412206208475,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12648.0,154,1,318.05,3,1.4150698939550548,Lost Customers,Strong limited-time reactivation coupon.
12649.0,106,3,623.51,1,3.1504328689056615,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12650.0,2,1,314.44,0,5.3485033814612075,At Risk,Re-engagement campaign with 10–12% win-back offer.
12651.0,334,1,114.0,3,-0.37605122290187065,Lost Customers,Strong limited-time reactivation coupon.
12652.0,330,1,919.98,3,1.7164671256758028,Lost Customers,Strong limited-time reactivation coupon.
12653.0,148,2,2209.85,1,3.795798318673527,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12654.0,10,5,601.98,4,5.795748225110962,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12656.0,16,5,4051.17,4,7.265553944250669,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12657.0,10,4,1643.18,4,6.616539698309461,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12658.0,18,1,686.05,0,4.281115271171289,At Risk,Re-engagement campaign with 10–12% win-back offer.
12659.0,29,1,91.68,0,1.8211024984619653,At Risk,Re-engagement campaign with 10–12% win-back offer.
12660.0,10,1,245.1,0,3.800989865158585,At Risk,Re-engagement campaign with 10–12% win-back offer.
12662.0,0,11,3849.78,2,10.740937653952345,Champions,Offer 15–20% VIP discount and early access.
12664.0,7,9,4881.88,4,8.716634040017581,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12665.0,324,1,63.0,3,-0.9317949184101204,Lost Customers,Strong limited-time reactivation coupon.
12667.0,57,1,620.13,0,3.0642445698130487,At Risk,Re-engagement campaign with 10–12% win-back offer.
12668.0,11,4,3807.15,4,7.369430048537863,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12669.0,150,2,1607.73,1,3.464532778673812,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12670.0,9,5,2996.05,4,7.4945581267615236,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12672.0,329,1,225.89999999999998,3,0.318563917885216,Lost Customers,Strong limited-time reactivation coupon.
12673.0,4,2,610.52,0,5.905122037285918,At Risk,Re-engagement campaign with 10–12% win-back offer.
12674.0,38,4,1970.6,1,5.532476941135677,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12676.0,24,6,1331.39,4,5.921763925224795,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12678.0,41,12,15995.98,2,8.507434972584564,Champions,Offer 15–20% VIP discount and early access.
12679.0,58,4,1113.02,1,4.547630842175816,Potential Loyalists,Send personalized recommendations + 5–10% coupon.
12680.0,0,4,862.81,4,8.370790749647568,Loyal Customers,Offer 10% loyalty discount + referral bonus.
12681.0,14,22,13787.54,2,9.959037106187647,Champions,Offer 15–20% VIP discount and early access.
